month,lat_bin,lon_bin,n,power_MW
7,30.5,-110.5,2,193.74223
7,30.5,-110.0,1,59.236443
7,30.5,-109.5,20,1371.8816
7,30.5,-108.5,1,109.09558
7,30.5,-108.0,2,185.36038
7,30.5,-107.5,2,247.9285
7,30.5,-106.5,1,67.10657
7,30.5,-104.5,1,43.234135
7,30.5,-101.0,2,36.57701
7,30.5,-100.5,11,922.06537
7,30.5,-100.0,4,435.4563
7,30.5,-99.5,2,35.8382
7,30.5,-99.0,1,17.529747
7,30.5,-98.5,9,1362.8215
7,30.5,-95.5,2,62.657578
7,30.5,-94.5,5,313.31555
7,30.5,-94.0,2,68.93204
7,30.5,-93.5,1,25.261648
7,30.5,-93.0,9,728.99854
7,30.5,-92.5,2,48.15725
7,30.5,-92.0,2,211.40048
7,30.5,-90.5,3,184.1955
7,30.5,-88.0,1,51.463776
7,30.5,-87.5,4,799.94916
7,30.5,-87.0,2,102.82219
7,30.5,-86.5,2,158.93042
7,30.5,-85.0,2,80.03264
7,30.5,-84.5,1,40.892826
7,30.5,-83.0,2,79.8347
7,30.5,-81.5,1,30.327524
7,31.0,-116.0,5,254.2861
7,31.0,-115.5,2,139.04195
7,31.0,-115.0,4,542.8447
7,31.0,-113.0,24,1382.3046
7,31.0,-112.5,56,3953.4424
7,31.0,-112.0,25,1831.1196
7,31.0,-110.5,2,108.33165
7,31.0,-108.5,3,492.08252
7,31.0,-108.0,2,95.966385
7,31.0,-107.5,5,241.63211
7,31.0,-106.5,2,115.557625
7,31.0,-105.5,1,63.775677
7,31.0,-105.0,1,99.29857
7,31.0,-104.5,1,101.236336
7,31.0,-103.5,1,43.209732
7,31.0,-102.0,2,44.180367
7,31.0,-101.5,4,109.78909
7,31.0,-101.0,2,67.980545
7,31.0,-99.5,5,416.17447
7,31.0,-99.0,4,1751.2311
7,31.0,-98.0,5,179.91089
7,31.0,-97.5,14,1190.3535
7,31.0,-97.0,5,131.55725
7,31.0,-95.5,6,621.8258
7,31.0,-95.0,9,1076.8015
7,31.0,-94.5,6,510.88995
7,31.0,-94.0,6,643.20496
7,31.0,-93.5,2,116.4715
7,31.0,-93.0,13,875.09235
7,31.0,-92.5,11,735.543
7,31.0,-92.0,3,108.9708
7,31.0,-91.0,1,60.536266
7,31.0,-90.5,1,46.611942
7,31.0,-90.0,3,351.74155
7,31.0,-89.0,2,393.4527
7,31.0,-87.5,4,510.8844
7,31.0,-87.0,2,81.26597
7,31.0,-86.5,2,32.271095
7,31.0,-85.0,2,63.079365
7,31.0,-84.5,1,14.483742
7,31.0,-83.5,3,78.06981
7,31.0,-83.0,3,199.62317
7,31.0,-82.5,2,62.90753
7,31.0,-81.5,1,72.532585
7,31.5,-116.5,1,93.01522
7,31.5,-116.0,9,3301.9275
7,31.5,-115.5,36,3285.1357
7,31.5,-115.0,9,798.97766
7,31.5,-113.5,98,10486.541
7,31.5,-113.0,41,3742.584
7,31.5,-112.5,4,343.6756
7,31.5,-112.0,1,71.20399
7,31.5,-111.5,7,926.94916
7,31.5,-111.0,3,210.54027
7,31.5,-110.5,1,33.285706
7,31.5,-110.0,1,221.46635
7,31.5,-109.5,1,85.70691
7,31.5,-108.5,3,705.85144
7,31.5,-108.0,1,67.99788
7,31.5,-107.5,2,142.81091
7,31.5,-106.5,1,82.101875
7,31.5,-105.5,1,25.197178
7,31.5,-103.0,1,45.289494
7,31.5,-102.5,1,29.654556
7,31.5,-102.0,25,1017.71844
7,31.5,-101.0,2,247.38274
7,31.5,-100.5,1,49.26548
7,31.5,-100.0,3,275.64264
7,31.5,-99.5,10,1488.3833
7,31.5,-99.0,31,4081.588
7,31.5,-98.5,1,26.06744
7,31.5,-98.0,6,242.46321
7,31.5,-97.5,12,3873.3035
7,31.5,-96.5,1,29.167412
7,31.5,-96.0,6,228.66609
7,31.5,-95.5,1,27.359684
7,31.5,-95.0,5,394.14166
7,31.5,-94.5,1,24.430286
7,31.5,-94.0,3,429.6935
7,31.5,-93.5,2,147.63689
7,31.5,-93.0,12,934.0349
7,31.5,-92.5,7,331.03088
7,31.5,-92.0,7,466.85312
7,31.5,-91.5,4,118.428116
7,31.5,-89.5,1,39.053387
7,31.5,-89.0,1,27.078516
7,31.5,-87.5,1,27.762686
7,31.5,-87.0,4,303.9188
7,31.5,-86.5,3,277.35104
7,31.5,-86.0,4,477.0149
7,31.5,-84.5,3,95.63824
7,31.5,-84.0,3,105.455124
7,31.5,-83.5,2,55.293213
7,31.5,-83.0,7,237.04193
7,31.5,-82.0,1,37.58351
7,32.0,-116.5,6,595.23584
7,32.0,-116.0,4,557.6507
7,32.0,-115.5,56,8629.124
7,32.0,-115.0,3,299.13312
7,32.0,-114.0,5,383.21375
7,32.0,-113.5,246,23938.375
7,32.0,-113.0,43,3643.1736
7,32.0,-112.5,16,1214.9436
7,32.0,-112.0,3,290.57596
7,32.0,-111.5,2,150.83734
7,32.0,-110.5,1,49.90993
7,32.0,-109.0,1,57.653267
7,32.0,-108.0,1,59.899406
7,32.0,-107.0,1,53.08977
7,32.0,-105.0,1,166.3166
7,32.0,-104.0,1,52.758457
7,32.0,-103.0,1,58.9928
7,32.0,-102.5,4,93.77845
7,32.0,-102.0,10,555.83765
7,32.0,-101.5,3,77.49853
7,32.0,-101.0,2,515.97723
7,32.0,-100.5,4,595.7318
7,32.0,-100.0,4,460.09854
7,32.0,-99.5,3,109.045876
7,32.0,-99.0,1,29.815088
7,32.0,-98.0,12,896.3151
7,32.0,-97.5,7,405.22067
7,32.0,-97.0,10,294.4085
7,32.0,-96.5,6,155.57013
7,32.0,-96.0,1,55.24889
7,32.0,-95.0,5,589.6147
7,32.0,-94.5,1,111.62183
7,32.0,-94.0,1,53.007877
7,32.0,-93.5,4,130.0437
7,32.0,-93.0,2,64.69434
7,32.0,-92.5,1,41.684994
7,32.0,-92.0,3,109.17442
7,32.0,-91.0,2,296.9014
7,32.0,-90.5,1,28.564844
7,32.0,-88.5,1,24.473217
7,32.0,-87.0,4,119.18296
7,32.0,-86.5,2,72.39114
7,32.0,-86.0,10,488.2338
7,32.0,-85.5,2,100.85447
7,32.0,-85.0,4,242.93185
7,32.0,-84.5,4,611.9297
7,32.0,-84.0,1,34.48546
7,32.0,-83.5,1,36.265514
7,32.0,-83.0,2,58.173637
7,32.0,-82.5,4,338.30338
7,32.0,-82.0,1,22.96194
7,32.5,-117.0,1,82.84223
7,32.5,-116.5,26,5865.809
7,32.5,-116.0,55,21572.51
7,32.5,-115.5,31,2644.7922
7,32.5,-115.0,33,2778.4287
7,32.5,-114.5,12,1179.338
7,32.5,-114.0,6,582.4898
7,32.5,-113.5,13,1092.6157
7,32.5,-113.0,59,4778.679
7,32.5,-112.5,23,1548.4691
7,32.5,-112.0,14,1044.0809
7,32.5,-111.5,6,467.7162
7,32.5,-111.0,1,147.71938
7,32.5,-110.5,1,56.815575
7,32.5,-109.0,1,120.99419
7,32.5,-101.5,2,58.638287
7,32.5,-101.0,4,166.08801
7,32.5,-100.0,10,3156.1604
7,32.5,-99.0,1,28.191988
7,32.5,-98.5,2,581.67725
7,32.5,-98.0,2,224.52812
7,32.5,-97.5,1,42.53337
7,32.5,-96.0,7,403.0892
7,32.5,-95.5,12,468.18604
7,32.5,-95.0,23,745.4669
7,32.5,-94.5,2,122.268555
7,32.5,-94.0,2,58.167572
7,32.5,-93.5,5,650.13684
7,32.5,-93.0,3,159.3764
7,32.5,-92.0,5,158.99146
7,32.5,-91.5,3,503.2537
7,32.5,-91.0,1,28.740103
7,32.5,-90.0,1,24.379593
7,32.5,-89.5,2,208.27695
7,32.5,-88.5,3,91.40298
7,32.5,-87.5,4,345.06793
7,32.5,-87.0,1,135.74252
7,32.5,-86.5,1,27.678837
7,32.5,-85.5,1,27.734478
7,32.5,-84.0,1,29.074282
7,32.5,-83.5,1,26.899685
7,32.5,-83.0,2,93.00487
7,32.5,-82.5,1,14.869322
7,32.5,-82.0,1,34.09913
7,32.5,-81.5,2,72.23462
7,32.5,-80.5,1,47.29304
7,33.0,-117.0,4,369.5611
7,33.0,-116.0,5,433.04486
7,33.0,-115.5,38,3347.392
7,33.0,-115.0,12,1307.5374
7,33.0,-114.5,67,4595.217
7,33.0,-114.0,131,10193.725
7,33.0,-113.5,125,11062.498
7,33.0,-113.0,86,7682.7534
7,33.0,-112.5,30,2374.144
7,33.0,-112.0,19,1755.1193
7,33.0,-111.5,30,2136.8591
7,33.0,-111.0,5,917.58716
7,33.0,-110.5,2,171.01889
7,33.0,-110.0,5,730.5539
7,33.0,-109.5,3,376.52643
7,33.0,-109.0,2,108.82114
7,33.0,-108.5,2,83.90019
7,33.0,-108.0,3,907.0132
7,33.0,-106.5,1,68.48534
7,33.0,-105.5,1,71.740135
7,33.0,-102.5,2,111.92293
7,33.0,-101.0,3,121.98959
7,33.0,-100.0,5,298.94824
7,33.0,-99.5,3,128.15704
7,33.0,-99.0,7,652.7093
7,33.0,-98.5,15,4284.0737
7,33.0,-98.0,1,28.987114
7,33.0,-96.0,2,75.08893
7,33.0,-95.5,9,293.2181
7,33.0,-95.0,34,1211.6774
7,33.0,-94.0,4,379.73947
7,33.0,-93.5,1,37.458454
7,33.0,-93.0,5,283.27734
7,33.0,-92.0,2,92.87674
7,33.0,-91.5,2,150.01622
7,33.0,-91.0,9,288.30768
7,33.0,-90.5,1,34.25487
7,33.0,-90.0,1,38.625904
7,33.0,-88.5,2,120.86958
7,33.0,-87.5,5,190.56157
7,33.0,-86.5,2,165.5922
7,33.0,-86.0,3,289.22128
7,33.0,-85.5,2,142.15175
7,33.0,-82.5,8,958.1739
7,33.0,-80.5,1,22.836115
7,33.5,-117.5,11,1248.7153
7,33.5,-117.0,7,3828.6543
7,33.5,-116.5,26,8750.354
7,33.5,-116.0,10,1056.8153
7,33.5,-115.5,20,1998.4792
7,33.5,-115.0,45,3637.6567
7,33.5,-114.5,32,3775.1633
7,33.5,-114.0,28,2326.2646
7,33.5,-113.5,21,1699.5815
7,33.5,-113.0,58,5005.2017
7,33.5,-112.5,34,3408.5498
7,33.5,-112.0,11,578.3063
7,33.5,-111.5,15,893.8695
7,33.5,-111.0,9,734.42114
7,33.5,-110.5,6,1450.2775
7,33.5,-110.0,10,2021.9548
7,33.5,-109.0,7,3538.755
7,33.5,-108.5,25,4690.9326
7,33.5,-108.0,1,75.51872
7,33.5,-107.0,2,145.49931
7,33.5,-106.0,1,46.54206
7,33.5,-104.5,1,52.091167
7,33.5,-101.5,4,109.18579
7,33.5,-101.0,1,23.921314
7,33.5,-100.5,9,533.6665
7,33.5,-100.0,4,120.834114
7,33.5,-99.5,2,114.53732
7,33.5,-99.0,6,916.2869
7,33.5,-98.5,2,128.89479
7,33.5,-98.0,2,91.65747
7,33.5,-96.5,3,110.46828
7,33.5,-96.0,18,750.07184
7,33.5,-95.5,1,33.24137
7,33.5,-94.5,3,350.97354
7,33.5,-94.0,7,368.2401
7,33.5,-93.5,2,72.48704
7,33.5,-91.5,3,88.88805
7,33.5,-91.0,8,266.50702
7,33.5,-90.5,3,84.6526
7,33.5,-89.0,5,147.99489
7,33.5,-88.5,5,165.11287
7,33.5,-88.0,2,57.9248
7,33.5,-87.0,1,43.824356
7,33.5,-86.5,1,52.384712
7,33.5,-86.0,4,534.9901
7,33.5,-85.0,1,40.52951
7,33.5,-84.0,2,45.904793
7,33.5,-82.5,4,187.29962
7,33.5,-80.5,1,27.765224
7,34.0,-117.5,5,1024.0215
7,34.0,-117.0,6,1673.3292
7,34.0,-116.5,5,5864.8555
7,34.0,-116.0,20,1792.305
7,34.0,-115.5,26,2272.5396
7,34.0,-115.0,7,457.95264
7,34.0,-114.5,22,2098.5906
7,34.0,-114.0,14,868.72784
7,34.0,-113.5,5,513.8339
7,34.0,-113.0,3,204.42514
7,34.0,-112.5,8,2146.0771
7,34.0,-112.0,11,1992.0787
7,34.0,-111.5,25,5948.3286
7,34.0,-111.0,3,227.79012
7,34.0,-110.5,5,443.0818
7,34.0,-109.5,5,1360.4081
7,34.0,-109.0,2,324.3566
7,34.0,-105.5,1,66.78976
7,34.0,-102.5,2,95.85414
7,34.0,-100.5,5,402.41174
7,34.0,-100.0,4,195.3161
7,34.0,-99.5,7,1103.6816
7,34.0,-99.0,15,1769.8087
7,34.0,-98.5,7,704.6581
7,34.0,-98.0,5,464.3234
7,34.0,-97.5,1,106.21991
7,34.0,-97.0,1,29.546906
7,34.0,-95.5,3,350.4402
7,34.0,-95.0,7,416.15796
7,34.0,-94.5,12,833.29175
7,34.0,-94.0,2,96.866066
7,34.0,-93.0,1,72.01717
7,34.0,-92.0,2,178.34956
7,34.0,-91.0,8,368.2229
7,34.0,-90.5,5,152.90936
7,34.0,-90.0,2,61.720253
7,34.0,-89.5,1,99.55407
7,34.0,-89.0,1,181.10493
7,34.0,-88.5,3,113.885735
7,34.0,-86.0,1,29.947159
7,34.0,-85.5,1,39.642406
7,34.0,-81.0,1,33.74242
7,34.0,-80.0,4,175.32285
7,34.0,-78.0,1,104.309
7,34.5,-120.0,19,6830.18
7,34.5,-119.5,3,387.0621
7,34.5,-119.0,1,116.27383
7,34.5,-118.5,4,392.40894
7,34.5,-117.5,7,2228.9548
7,34.5,-117.0,1,169.62863
7,34.5,-116.5,3,475.68567
7,34.5,-116.0,6,485.0936
7,34.5,-115.5,20,1882.166
7,34.5,-115.0,15,2017.7917
7,34.5,-114.5,24,1862.7573
7,34.5,-114.0,12,967.57214
7,34.5,-113.5,6,382.97894
7,34.5,-112.5,8,2195.0815
7,34.5,-112.0,4,583.79834
7,34.5,-111.0,12,8486.147
7,34.5,-110.5,3,230.84348
7,34.5,-108.5,1,26.285517
7,34.5,-107.5,1,41.345592
7,34.5,-106.0,6,630.11816
7,34.5,-105.0,3,245.10101
7,34.5,-103.0,1,59.443687
7,34.5,-102.5,1,45.550068
7,34.5,-101.0,4,491.33594
7,34.5,-100.5,1,44.508728
7,34.5,-100.0,7,628.3444
7,34.5,-99.5,5,606.65796
7,34.5,-99.0,1,74.825356
7,34.5,-98.5,8,434.4116
7,34.5,-98.0,2,119.747795
7,34.5,-97.5,5,156.55211
7,34.5,-97.0,4,371.52667
7,34.5,-96.5,2,83.73785
7,34.5,-95.5,3,373.78146
7,34.5,-95.0,9,692.38904
7,34.5,-94.5,2,222.85504
7,34.5,-94.0,2,98.23968
7,34.5,-93.5,2,103.75318
7,34.5,-93.0,8,1050.6355
7,34.5,-92.5,1,46.30236
7,34.5,-92.0,6,220.11235
7,34.5,-91.5,6,230.8053
7,34.5,-91.0,5,213.95616
7,34.5,-90.0,3,158.891
7,34.5,-87.5,1,48.66202
7,34.5,-86.0,1,26.688005
7,34.5,-85.0,1,42.08426
7,34.5,-83.0,1,62.264835
7,34.5,-82.5,1,38.282055
7,34.5,-81.0,1,30.788616
7,34.5,-79.0,1,43.58128
7,34.5,-78.5,3,94.196625
7,34.5,-77.5,4,527.0242
7,34.5,-77.0,1,35.92832
7,35.0,-120.0,25,10418.983
7,35.0,-119.5,2,367.77808
7,35.0,-119.0,1,122.18569
7,35.0,-118.5,2,1982.6975
7,35.0,-117.5,1,61.38773
7,35.0,-117.0,14,905.8569
7,35.0,-116.0,13,1165.6309
7,35.0,-115.5,7,4665.008
7,35.0,-115.0,10,1886.7684
7,35.0,-114.5,51,4351.8804
7,35.0,-114.0,3,831.813
7,35.0,-113.5,24,7583.558
7,35.0,-113.0,13,9646.886
7,35.0,-112.5,1,83.8797
7,35.0,-111.5,5,1283.0299
7,35.0,-111.0,2,169.29547
7,35.0,-110.5,2,238.45361
7,35.0,-108.5,1,85.994774
7,35.0,-105.5,1,62.21606
7,35.0,-104.0,1,135.32158
7,35.0,-103.0,2,82.66101
7,35.0,-101.5,8,406.38986
7,35.0,-101.0,7,776.698
7,35.0,-100.0,1,93.55008
7,35.0,-99.0,7,926.1003
7,35.0,-98.5,8,753.5476
7,35.0,-98.0,12,1772.0581
7,35.0,-97.0,1,27.27922
7,35.0,-96.5,1,34.51053
7,35.0,-96.0,2,64.09209
7,35.0,-95.0,1,53.15535
7,35.0,-94.0,1,57.06427
7,35.0,-93.5,1,20.23756
7,35.0,-93.0,2,184.22319
7,35.0,-92.5,3,129.77914
7,35.0,-91.5,5,261.36456
7,35.0,-91.0,3,143.74057
7,35.0,-90.5,3,126.28946
7,35.0,-90.0,2,65.25052
7,35.0,-88.5,1,25.586823
7,35.0,-87.5,2,72.57808
7,35.0,-87.0,2,51.111656
7,35.0,-85.5,2,107.696655
7,35.0,-85.0,2,73.345604
7,35.0,-83.0,1,29.367428
7,35.0,-80.0,3,210.30116
7,35.0,-79.5,5,259.36508
7,35.0,-79.0,1,58.276768
7,35.0,-77.5,2,120.57018
7,35.5,-118.5,21,13106.814
7,35.5,-118.0,6,465.5927
7,35.5,-117.5,2,214.15025
7,35.5,-117.0,6,517.44415
7,35.5,-115.5,6,2704.917
7,35.5,-115.0,4,514.5783
7,35.5,-114.5,7,784.6396
7,35.5,-114.0,3,548.4
7,35.5,-113.0,1,360.63962
7,35.5,-112.5,1,210.2408
7,35.5,-112.0,1,299.08246
7,35.5,-111.5,9,2542.1255
7,35.5,-111.0,2,79.30536
7,35.5,-110.5,1,106.17721
7,35.5,-102.0,2,59.978504
7,35.5,-101.5,2,388.2148
7,35.5,-101.0,8,795.0281
7,35.5,-100.0,4,389.20224
7,35.5,-99.5,1,30.430813
7,35.5,-99.0,7,1312.2832
7,35.5,-98.5,8,566.9213
7,35.5,-98.0,3,237.56915
7,35.5,-96.5,1,42.24625
7,35.5,-96.0,2,71.292175
7,35.5,-94.5,1,174.34698
7,35.5,-94.0,2,51.464638
7,35.5,-93.0,4,156.20793
7,35.5,-92.5,3,124.386406
7,35.5,-91.5,3,104.919075
7,35.5,-91.0,1,32.256203
7,35.5,-87.5,1,32.803017
7,35.5,-87.0,1,30.964642
7,35.5,-86.0,2,71.673035
7,35.5,-83.0,1,27.935366
7,35.5,-82.0,1,23.297993
7,35.5,-81.5,1,34.064995
7,35.5,-81.0,1,33.5026
7,35.5,-79.5,1,42.75277
7,35.5,-77.0,2,74.754234
7,36.0,-121.5,1,151.16263
7,36.0,-121.0,3,1190.8918
7,36.0,-120.5,16,11713.269
7,36.0,-119.5,3,315.46545
7,36.0,-119.0,5,1463.3491
7,36.0,-118.5,36,22334.232
7,36.0,-118.0,9,15470.069
7,36.0,-117.5,7,1917.4434
7,36.0,-117.0,11,1784.7863
7,36.0,-116.5,6,440.79462
7,36.0,-115.5,2,163.10585
7,36.0,-115.0,45,4355.2925
7,36.0,-114.5,3,318.62643
7,36.0,-114.0,6,535.414
7,36.0,-112.5,2,614.84033
7,36.0,-112.0,9,2567.0537
7,36.0,-111.5,3,445.7837
7,36.0,-109.5,1,207.65877
7,36.0,-108.0,1,61.701496
7,36.0,-107.0,6,1693.3925
7,36.0,-105.5,2,176.95677
7,36.0,-105.0,2,274.4172
7,36.0,-103.5,2,123.777466
7,36.0,-103.0,1,45.902817
7,36.0,-101.5,2,102.2612
7,36.0,-101.0,1,51.64805
7,36.0,-100.5,1,28.383223
7,36.0,-100.0,3,696.19324
7,36.0,-99.5,18,2915.7478
7,36.0,-99.0,6,326.67664
7,36.0,-98.5,13,4259.967
7,36.0,-98.0,6,400.82703
7,36.0,-97.5,3,388.39764
7,36.0,-96.5,2,202.11737
7,36.0,-95.5,4,236.10542
7,36.0,-93.5,2,78.74455
7,36.0,-93.0,1,29.589634
7,36.0,-91.0,1,24.701412
7,36.0,-90.5,3,134.79823
7,36.0,-90.0,3,130.32573
7,36.0,-89.5,2,81.5614
7,36.0,-89.0,4,200.07784
7,36.0,-88.5,1,64.209885
7,36.0,-87.5,1,35.477726
7,36.0,-87.0,1,35.453743
7,36.0,-86.5,2,79.99746
7,36.0,-85.0,1,27.732069
7,36.0,-84.0,1,28.935291
7,36.0,-83.5,2,54.961227
7,36.0,-81.5,1,33.38512
7,36.0,-79.5,2,77.420166
7,36.0,-77.5,4,180.22473
7,36.0,-77.0,1,30.437458
7,36.0,-76.5,2,288.76886
7,36.0,-76.0,1,82.506134
7,36.5,-121.0,2,198.83473
7,36.5,-120.5,1,312.85898
7,36.5,-120.0,5,603.25793
7,36.5,-119.5,2,205.85846
7,36.5,-118.5,2,167.4041
7,36.5,-117.5,14,2094.594
7,36.5,-117.0,12,1715.688
7,36.5,-116.5,10,1444.6503
7,36.5,-116.0,1,169.74133
7,36.5,-114.5,15,1526.9746
7,36.5,-114.0,3,459.51654
7,36.5,-112.5,5,1283.8804
7,36.5,-112.0,66,22038.451
7,36.5,-109.0,1,161.04294
7,36.5,-107.5,1,50.087055
7,36.5,-107.0,12,2792.5332
7,36.5,-106.5,1,114.268135
7,36.5,-106.0,1,215.70755
7,36.5,-105.5,2,184.68277
7,36.5,-105.0,1,133.7267
7,36.5,-101.5,2,101.502304
7,36.5,-100.0,1,84.79748
7,36.5,-99.5,5,227.49867
7,36.5,-99.0,8,4892.4077
7,36.5,-98.5,9,1678.301
7,36.5,-98.0,10,1159.445
7,36.5,-97.5,23,2503.4905
7,36.5,-97.0,5,580.022
7,36.5,-96.5,3,148.15887
7,36.5,-96.0,1,66.4597
7,36.5,-95.0,3,114.359695
7,36.5,-94.0,1,39.315796
7,36.5,-92.5,2,75.58326
7,36.5,-92.0,2,65.04361
7,36.5,-91.5,2,117.55387
7,36.5,-90.0,2,147.35004
7,36.5,-89.5,5,499.76465
7,36.5,-89.0,2,62.320553
7,36.5,-86.5,1,29.999619
7,36.5,-79.0,1,28.127316
7,36.5,-78.5,3,142.01106
7,36.5,-77.5,3,288.78003
7,36.5,-76.5,1,36.549976
7,36.5,-76.0,1,135.2568
7,37.0,-120.0,6,684.0231
7,37.0,-119.5,1,103.05173
7,37.0,-118.0,2,269.14203
7,37.0,-117.5,6,896.2329
7,37.0,-117.0,6,719.2529
7,37.0,-116.5,4,427.26117
7,37.0,-116.0,3,473.59125
7,37.0,-115.5,2,144.89032
7,37.0,-115.0,6,625.2964
7,37.0,-114.5,5,1603.999
7,37.0,-114.0,5,731.03705
7,37.0,-113.5,1,748.8713
7,37.0,-112.5,9,1972.2739
7,37.0,-112.0,5,1275.1221
7,37.0,-111.5,3,221.2638
7,37.0,-110.5,1,50.708748
7,37.0,-108.0,2,543.4194
7,37.0,-104.0,1,44.966034
7,37.0,-103.0,3,275.3938
7,37.0,-102.5,1,40.63759
7,37.0,-102.0,3,142.93845
7,37.0,-101.5,2,237.26422
7,37.0,-101.0,1,141.57814
7,37.0,-100.5,2,70.016426
7,37.0,-99.5,2,89.28494
7,37.0,-99.0,4,466.9796
7,37.0,-98.5,6,337.10138
7,37.0,-98.0,25,2084.4204
7,37.0,-97.5,14,1258.6344
7,37.0,-97.0,1,28.349522
7,37.0,-96.5,7,828.7703
7,37.0,-96.0,1,33.264053
7,37.0,-95.5,2,73.85185
7,37.0,-95.0,3,399.186
7,37.0,-94.5,4,262.95944
7,37.0,-94.0,1,58.89251
7,37.0,-93.5,1,43.898674
7,37.0,-91.0,1,33.052914
7,37.0,-90.0,6,618.36804
7,37.0,-89.5,12,831.0147
7,37.0,-89.0,3,130.43185
7,37.0,-88.5,4,155.54973
7,37.0,-87.5,1,43.112473
7,37.0,-86.5,2,138.19852
7,37.0,-86.0,3,130.81506
7,37.0,-80.5,1,15.510824
7,37.0,-78.5,3,185.12402
7,37.0,-77.5,1,25.847115
7,37.0,-76.5,1,41.020832
7,37.5,-120.5,3,551.1981
7,37.5,-120.0,24,13983.359
7,37.5,-119.5,3,527.4502
7,37.5,-119.0,6,3079.7024
7,37.5,-117.5,1,186.74515
7,37.5,-117.0,2,153.07513
7,37.5,-116.0,12,4470.98
7,37.5,-115.0,2,1090.5486
7,37.5,-114.5,13,7788.819
7,37.5,-114.0,1,88.24198
7,37.5,-113.5,4,2159.701
7,37.5,-113.0,2,328.83557
7,37.5,-112.5,4,960.2986
7,37.5,-111.5,1,160.12646
7,37.5,-111.0,1,102.45029
7,37.5,-110.5,1,80.334404
7,37.5,-108.5,6,1044.5065
7,37.5,-108.0,6,1187.3104
7,37.5,-105.5,5,1603.5195
7,37.5,-105.0,17,11391.573
7,37.5,-103.0,1,38.34209
7,37.5,-102.0,3,264.4603
7,37.5,-101.5,3,126.153076
7,37.5,-99.5,3,753.2084
7,37.5,-98.5,8,1613.2318
7,37.5,-98.0,17,2460.679
7,37.5,-97.5,5,586.46643
7,37.5,-96.0,4,168.90445
7,37.5,-95.0,6,257.76328
7,37.5,-94.0,3,90.89246
7,37.5,-93.5,1,30.509169
7,37.5,-92.0,2,106.16408
7,37.5,-89.5,7,296.6989
7,37.5,-88.5,2,66.87006
7,37.5,-87.5,2,87.22452
7,37.5,-87.0,2,96.91938
7,37.5,-82.5,2,55.487457
7,37.5,-80.0,1,64.76854
7,37.5,-79.0,1,25.661047
7,37.5,-77.5,1,31.143984
7,37.5,-76.5,1,55.00889
7,38.0,-122.5,1,70.79629
7,38.0,-122.0,3,901.3762
7,38.0,-121.0,6,1186.4475
7,38.0,-119.0,4,818.9254
7,38.0,-118.5,1,114.17411
7,38.0,-118.0,1,184.37799
7,38.0,-116.5,1,65.55882
7,38.0,-114.0,15,11535.774
7,38.0,-113.5,4,1157.3401
7,38.0,-106.5,1,85.001366
7,38.0,-106.0,1,54.482883
7,38.0,-104.5,1,63.367172
7,38.0,-103.5,1,30.686302
7,38.0,-102.5,3,304.6137
7,38.0,-101.5,1,47.756855
7,38.0,-99.5,2,444.39896
7,38.0,-99.0,5,1651.4432
7,38.0,-98.0,7,632.1332
7,38.0,-97.5,5,397.39102
7,38.0,-97.0,2,195.45674
7,38.0,-95.5,2,113.97194
7,38.0,-94.5,2,120.25442
7,38.0,-94.0,1,20.73855
7,38.0,-91.5,1,36.958015
7,38.0,-90.0,2,69.74538
7,38.0,-89.5,1,49.056454
7,38.0,-88.0,1,28.787138
7,38.0,-87.5,1,65.793144
7,38.0,-87.0,3,144.72845
7,38.0,-86.0,1,29.595224
7,38.0,-85.5,2,63.932796
7,38.0,-84.5,4,128.98163
7,38.0,-84.0,1,27.553995
7,38.0,-82.0,1,22.968288
7,38.0,-81.5,2,67.47098
7,38.0,-79.5,1,21.114693
7,38.0,-78.5,2,94.98749
7,38.0,-76.5,1,36.213226
7,38.5,-122.0,25,7514.714
7,38.5,-120.5,3,796.7024
7,38.5,-120.0,22,12333.243
7,38.5,-119.5,11,7556.093
7,38.5,-116.5,1,311.82675
7,38.5,-115.5,1,233.86813
7,38.5,-113.5,1,72.116646
7,38.5,-113.0,4,1132.5808
7,38.5,-112.5,16,7499.1367
7,38.5,-112.0,48,17980.574
7,38.5,-109.0,10,1811.8767
7,38.5,-108.5,7,2536.4675
7,38.5,-108.0,1,1198.0414
7,38.5,-107.5,6,2795.078
7,38.5,-104.5,1,54.451294
7,38.5,-102.5,1,58.482006
7,38.5,-98.0,21,3216.0503
7,38.5,-97.5,41,6407.1724
7,38.5,-97.0,10,1006.6353
7,38.5,-96.5,1,42.312706
7,38.5,-94.0,1,21.35721
7,38.5,-93.5,2,75.28085
7,38.5,-91.0,1,26.187479
7,38.5,-90.5,1,29.749554
7,38.5,-90.0,1,42.540222
7,38.5,-89.0,2,72.03322
7,38.5,-88.0,4,206.0848
7,38.5,-85.0,1,28.494171
7,38.5,-82.5,3,114.81742
7,38.5,-82.0,1,26.38749
7,38.5,-81.5,2,77.53265
7,38.5,-79.0,1,26.13802
7,38.5,-77.5,1,26.956312
7,38.5,-77.0,1,28.247625
7,39.0,-123.0,23,14338.767
7,39.0,-122.5,13,3406.7346
7,39.0,-122.0,17,5042.9224
7,39.0,-121.5,2,197.00204
7,39.0,-120.5,2,316.27295
7,39.0,-120.0,9,3829.7207
7,39.0,-119.5,22,25502.512
7,39.0,-117.5,2,1883.1775
